EPISODE_ID,EVENT_ID,EVENT_TYPE,EPISODE_NARRATIVE,EVENT_NARRATIVE,YEAR,text,group_id,labels
122125,731047,Winter Storm,"Warm air aloft brought a period of freezing rain to portions of the Billings Forecast Area. This was followed by an arctic air intrusion. Once the arctic air was in place, a moist flow aloft off the Pacific Ocean produced an overrunning snow event. As a result, heavy snow occurred across a large portion of the Billings Forecast Area.",Hysham received 7 to 9 inches of snow.,2018,"Episode context: Warm air aloft brought a period of freezing rain to portions of the Billings Forecast Area. This was followed by an arctic air intrusion. Once the arctic air was in place, a moist flow aloft off the Pacific Ocean produced an overrunning snow event. As a result, heavy snow occurred across a large portion of the Billings Forecast Area. Event report: Hysham received 7 to 9 inches of snow.",episode_122125,7
187491,1152606,Drought,"The passage of multiple low pressure systems near the Carolinas during the month of December brought abundant precipitation to northwest North Carolina, most of which fell as rain.  Liquid precipitation totals varied generally from 4.5 inches to 6.5 inches for most of the northwest portion of the state, with a few totals reaching in excess of 9 inches along the crest of the Blue Ridge from Watauga County into Alleghany County.  These precipitation totals were anywhere from 150 percent to over 200 percent of normal for December, making for vast improvements in local stream flows, ground water levels and soil moisture from their peak dryness in mid-November.  As such, where Severe Drought conditions were in place across the entire northwest portion of the state at the beginning of the month, conditions improved to Moderate Drought by the end of December for areas along and west of the Blue Ridge, and to a combination of Moderate Drought and Abnormally Dry conditions across the foothills of the Blue Ridge and the Piedmont.","Severe Drought conditions already in place at the beginning of the month for all of Yadkin County persisted until December 21st for the northeast two thirds of the county, when multiple low pressure systems passing across the lower Mid-Atlantic during the first half of the month brought rainfall amounts ranging from 1.75 to locally nearly 3.5 inches.  This allowed the northeast portion of the county to improve to a Moderate Drought status, though the southwest third of the county remained in a Severe Drought status for another week. Additional rainfall on the 26th removed any lingering Severe Drought conditions, leaving the entire county in Moderate Drought to finish out the month.  Overall, Yadkin County received rainfall totals ranging from 5.5 to around 7 inches for the month of December.  The precipitation moistened leaf litter and other fuels that support wildland fire activity, and a noted decrease in wildfires after these precipitation events was noted by the North Carolina Department of Forestry. There was no reported impacts to agriculture in December, with some farmers reporting that the lack of soggy ground make work in the fields easier to accomplish.",2023,"Episode context: The passage of multiple low pressure systems near the Carolinas during the month of December brought abundant precipitation to northwest North Carolina, most of which fell as rain. Liquid precipitation totals varied generally from 4.5 inches to 6.5 inches for most of the northwest portion of the state, with a few totals reaching in excess of 9 inches along the crest of the Blue Ridge from Watauga County into Alleghany County. These precipitation totals were anywhere from 150 percent to over 200 percent of normal for December, making for vast improvements in local stream flows, ground water levels and soil moisture from their peak dryness in mid-November. As such, where Severe Drought conditions were in place across the entire northwest portion of the state at the beginning of the month, conditions improved to Moderate Drought by the end of December for areas along and west of the Blue Ridge, and to a combination of Moderate Drought and Abnormally Dry conditions across the foothills of the Blue Ridge and the Piedmont. Event report: Severe Drought conditions already in place at the beginning of the month for all of Yadkin County persisted until December 21st for the northeast two thirds of the county, when multiple low pressure systems passing across the lower Mid-Atlantic during the first half of the month brought rainfall amounts ranging from 1.75 to locally nearly 3.5 inches. This allowed the northeast portion of the county to improve to a Moderate Drought status, though the southwest third of the county remained in a Severe Drought status for another week. Additional rainfall on the 26th removed any lingering Severe Drought conditions, leaving the entire county in Moderate Drought to finish out the month. Overall, Yadkin County received rainfall totals ranging from 5.5 to around 7 inches for the month of December. The precipitation moistened leaf litter and other fuels that support wildland fire activity, and a noted decrease in wildfires after these precipitation events was noted by the North Carolina Department of Forestry. There was no reported impacts to agriculture in December, with some farmers reporting that the lack of soggy ground make work in the fields easier to accomplish.",episode_187491,0
158352,957323,Hail,"Strong thunderstorms developed into northwestern Arkansas during the early morning hours of the 9th, as a cold front moved into the area. The strongest storms produced hail up to ping pong ball size.",,2021,"Episode context: Strong thunderstorms developed into northwestern Arkansas during the early morning hours of the 9th, as a cold front moved into the area. The strongest storms produced hail up to ping pong ball size. Event report:",episode_158352,3
191555,1179305,Tornado,"Severe thunderstorms developed across western Wisconsin and moved eastward across southern Wisconsin through the afternoon and evening hours on June 22nd due to passing low pressure and its approaching cold front.  There were supercell thunderstorms along with bowing segments along this line which lead to multiple areas of damage.  Two strong tornadoes occurred, which were rated EF-2 near Argyle and through the south side of Janesville.  Many reports of flash flooding were received due to torrential rainfall and slow storm movement or the training of thunderstorms.  One of the other issues for this event was that it occurred on a Saturday evening where numerous large events were occurring which ended up cancelling or postponing to a later date.","An EF-1 rated tornado developed south of Marshall near Highway 73, proceeding northwestward, damaging several farms and large areas of trees, before dissipating on the south side of Waterloo. This portion of the path was toward the end of the tornado and didn't do too much additional damage in Jefferson county besides a few trees being uprooted.",2024,"Episode context: Severe thunderstorms developed across western Wisconsin and moved eastward across southern Wisconsin through the afternoon and evening hours on June 22nd due to passing low pressure and its approaching cold front. There were supercell thunderstorms along with bowing segments along this line which lead to multiple areas of damage. Two strong tornadoes occurred, which were rated EF-2 near Argyle and through the south side of Janesville. Many reports of flash flooding were received due to torrential rainfall and slow storm movement or the training of thunderstorms. One of the other issues for this event was that it occurred on a Saturday evening where numerous large events were occurring which ended up cancelling or postponing to a later date. Event report: An EF-1 rated tornado developed south of Marshall near Highway 73, proceeding northwestward, damaging several farms and large areas of trees, before dissipating on the south side of Waterloo. This portion of the path was toward the end of the tornado and didn't do too much additional damage in Jefferson county besides a few trees being uprooted.",episode_191555,5
178541,1086045,Tornado,"A squall line of severe thunderstorms organized along the Mississippi River and moved east across western Kentucky from late morning through mid afternoon. Pockets of damaging wind accompanied this line of storms. A few brief squall-line tornadoes occurred. The squall line developed ahead of a cold front trailing south from a surface low pressure system. Diurnal heating contributed to a more unstable atmosphere ahead of the front. A deep 500 mb trough over the western high Plains was preceded by strong southwest mid-level flow of 60 knots or more, which helped organize the convection.","A short-lived tornado occurred along Highway 286. The most severe damage was to a residence located along Highway 286, which suffered significant shingle, gutter, and fascia damage. There was also damage to an air conditioning unit and an attached porch. Several large tree limbs were also downed by the tornado in the vicinity of the residence. Peak winds were estimated near 95 mph.",2023,"Episode context: A squall line of severe thunderstorms organized along the Mississippi River and moved east across western Kentucky from late morning through mid afternoon. Pockets of damaging wind accompanied this line of storms. A few brief squall-line tornadoes occurred. The squall line developed ahead of a cold front trailing south from a surface low pressure system. Diurnal heating contributed to a more unstable atmosphere ahead of the front. A deep 500 mb trough over the western high Plains was preceded by strong southwest mid-level flow of 60 knots or more, which helped organize the convection. Event report: A short-lived tornado occurred along Highway 286. The most severe damage was to a residence located along Highway 286, which suffered significant shingle, gutter, and fascia damage. There was also damage to an air conditioning unit and an attached porch. Several large tree limbs were also downed by the tornado in the vicinity of the residence. Peak winds were estimated near 95 mph.",episode_178541,5
153826,926231,Winter Storm,"A modest low pressure system developed along the Gulf Coast on the 16th, with secondary development occurring off the Carolinas by the afternoon. An Arctic air mass was in place over New England as a strong high pressure anchored itself in the Saint Lawrence River Valley. Low pressure occluded early on the 17th and slowly tracked south of New England through the day. An intense band of heavy snow moved north into New Hampshire early in the morning on the 17th and remained nearly stationary into the afternoon. Snowfall rates of 4 to 6 inches per hour and total amounts pushing 3 to 4 feet were observed at the peak of the event. Dry air and a deamplifying upper trough limited the northward push of heavy snow, leaving a sharp gradient on the poleward edge of accumulating snowfall. Despite roughly 12 hours of snowfall, some observed amounts challenged 24 hour state snowfall records.",Snow began early in the morning on the 17th. Snow quickly became heavy as an intense band of snow moved into the area. As the band became nearly stationary snowfall rates in excess of 4 inches per hour were observed. A weakening trough aloft quickly brought an end to snow by mid afternoon. Snowfall totals ranged between 8 near Great Bay to nearly 30 inches in the Moose Mountains.,2020,"Episode context: A modest low pressure system developed along the Gulf Coast on the 16th, with secondary development occurring off the Carolinas by the afternoon. An Arctic air mass was in place over New England as a strong high pressure anchored itself in the Saint Lawrence River Valley. Low pressure occluded early on the 17th and slowly tracked south of New England through the day. An intense band of heavy snow moved north into New Hampshire early in the morning on the 17th and remained nearly stationary into the afternoon. Snowfall rates of 4 to 6 inches per hour and total amounts pushing 3 to 4 feet were observed at the peak of the event. Dry air and a deamplifying upper trough limited the northward push of heavy snow, leaving a sharp gradient on the poleward edge of accumulating snowfall. Despite roughly 12 hours of snowfall, some observed amounts challenged 24 hour state snowfall records. Event report: Snow began early in the morning on the 17th. Snow quickly became heavy as an intense band of snow moved into the area. As the band became nearly stationary snowfall rates in excess of 4 inches per hour were observed. A weakening trough aloft quickly brought an end to snow by mid afternoon. Snowfall totals ranged between 8 near Great Bay to nearly 30 inches in the Moose Mountains.",episode_153826,7
190488,1174758,Tornado,"On this Friday afternoon, south central Nebraska served as the launching point to what would end up being a significant/destructive regional tornado outbreak that impacted portions of south central and eastern Nebraska, into southwestern and south central Iowa. This event unfolded as a powerful upper trough, along with a surface low/trough, moved into the Central Plains. Locally, a northward-arcing warm front passed through south central and central Nebraska. Dewpoints were generally in the 50s and 60s during the early afternoon hours on April 26th across south central and central Nebraska. Most unstable CAPE was around 1,000 to 3,000 J/kg and wind shear was around 40 knots, setting the stage for tornado development within parts of Buffalo, Sherman and especially Howard and Greeley counties. ||Storms already began developing in south central and central Nebraska during the late morning hours. The storms began by producing nickel sized hail in Sherman County just after 12 PM CDT. The first tornado of the day developed around 12:16 PM CDT from a supercell moving across northern Buffalo County into Sherman County and was rated as an EF1. This storm moved northward and split into two storms with the second storm on the right becoming stronger and continuing to move north northeast. These two storms produced a total of six tornadoes in Buffalo, Sherman, Howard, and Greeley Counties. The last tornado of the day developed in Greeley County just after 2 PM CDT and moved northeastward before exiting this local area into Boone County (which is located in the Eastern Nebraska area). The strongest tornado within the south central Nebraska area was rated an EF3, passing very near Elba in Howard County (this was the strongest tornado to strike the 24-county area in nearly 10 years...since EF-3 tornadoes on May 11, 2014). Other storms developed and produced hail. The largest hail was golf ball sized which fell in Howard County around 1:15 PM CDT. Prior to departing the local area, they produced quarter sized hail in Nance County just after 3 PM CDT.","The second tornado of the day was first sighted out in a field south of Rockville, then moved north and cross the Middle Loup River. The tornado caused EF1 rated damage to a home and outbuildings just south of town. It then moved north along the east edge of Rockville and damaged trees, a couple of grain bins and outbuildings. It continued to move north roughly along Rockville Road and snapped several power poles. Based upon reports, the tornado likely dissipated in open country about four miles north of town. The EF1 rating and estimated peak wind speed of 105 MPH was assigned based upon the snapped power poles north of town.",2024,"Episode context: On this Friday afternoon, south central Nebraska served as the launching point to what would end up being a significant/destructive regional tornado outbreak that impacted portions of south central and eastern Nebraska, into southwestern and south central Iowa. This event unfolded as a powerful upper trough, along with a surface low/trough, moved into the Central Plains. Locally, a northward-arcing warm front passed through south central and central Nebraska. Dewpoints were generally in the 50s and 60s during the early afternoon hours on April 26th across south central and central Nebraska. Most unstable CAPE was around 1,000 to 3,000 J/kg and wind shear was around 40 knots, setting the stage for tornado development within parts of Buffalo, Sherman and especially Howard and Greeley counties. ||Storms already began developing in south central and central Nebraska during the late morning hours. The storms began by producing nickel sized hail in Sherman County just after 12 PM CDT. The first tornado of the day developed around 12:16 PM CDT from a supercell moving across northern Buffalo County into Sherman County and was rated as an EF1. This storm moved northward and split into two storms with the second storm on the right becoming stronger and continuing to move north northeast. These two storms produced a total of six tornadoes in Buffalo, Sherman, Howard, and Greeley Counties. The last tornado of the day developed in Greeley County just after 2 PM CDT and moved northeastward before exiting this local area into Boone County (which is located in the Eastern Nebraska area). The strongest tornado within the south central Nebraska area was rated an EF3, passing very near Elba in Howard County (this was the strongest tornado to strike the 24-county area in nearly 10 years...since EF-3 tornadoes on May 11, 2014). Other storms developed and produced hail. The largest hail was golf ball sized which fell in Howard County around 1:15 PM CDT. Prior to departing the local area, they produced quarter sized hail in Nance County just after 3 PM CDT. Event report: The second tornado of the day was first sighted out in a field south of Rockville, then moved north and cross the Middle Loup River. The tornado caused EF1 rated damage to a home and outbuildings just south of town. It then moved north along the east edge of Rockville and damaged trees, a couple of grain bins and outbuildings. It continued to move north roughly along Rockville Road and snapped several power poles. Based upon reports, the tornado likely dissipated in open country about four miles north of town. The EF1 rating and estimated peak wind speed of 105 MPH was assigned based upon the snapped power poles north of town.",episode_190488,5
191144,1176573,Flood,"In the late afternoon of the 30th, storms began to fire across eastern Colorado and moved northeast through southwestern Nebraska. Later in the night, another round of storms moved east through the area. These rounds of storm produced heavy, prolonged rain, causing minor urban flooding to occur.",EM passed along a report of a few spots on County Road 709 between roads 330 and 332 underwater due to the heavy rain received over the last 24 hours. Water depth unknown.,2024,"Episode context: In the late afternoon of the 30th, storms began to fire across eastern Colorado and moved northeast through southwestern Nebraska. Later in the night, another round of storms moved east through the area. These rounds of storm produced heavy, prolonged rain, causing minor urban flooding to occur. Event report: EM passed along a report of a few spots on County Road 709 between roads 330 and 332 underwater due to the heavy rain received over the last 24 hours. Water depth unknown.",episode_191144,2
151097,911013,Drought,"Temperatures were above normal and precipitation was below normal across much of Utah during the month of August. As a result, drought conditions in eastern Utah drastically worsened to the extreme category across the majority of the region by the end of the month.",Moderate (D1) to severe (D2) drought conditions worsened to the extreme (D3) category across the entirety of the forecast zone by the end of August.,2020,"Episode context: Temperatures were above normal and precipitation was below normal across much of Utah during the month of August. As a result, drought conditions in eastern Utah drastically worsened to the extreme category across the majority of the region by the end of the month. Event report: Moderate (D1) to severe (D2) drought conditions worsened to the extreme (D3) category across the entirety of the forecast zone by the end of August.",episode_151097,0
167550,1015439,Flood,"Scattered severe thunderstorms moved across northern Illinois on April 30th producing three tornadoes, large hail, localized wind damage and minor flooding.","Video showed several inches of standing water on Lexington Street, near 25th Avenue.",2022,"Episode context: Scattered severe thunderstorms moved across northern Illinois on April 30th producing three tornadoes, large hail, localized wind damage and minor flooding. Event report: Video showed several inches of standing water on Lexington Street, near 25th Avenue.",episode_167550,2
149754,902713,Tornado,An upper-level shortwave produced thunderstorms across north-central Wisconsin during the evening hours.  Three tornadoes and wind damage was reported as these thunderstorms tracked through the area.,"A tornado produced a path of tree damage (DI 27,28, DOD 3,4) from the eastern shore of Star Lake to the Upper Bucktabon Springs State Natural Area. Peak winds were estimated around 95 mph.",2020,"Episode context: An upper-level shortwave produced thunderstorms across north-central Wisconsin during the evening hours. Three tornadoes and wind damage was reported as these thunderstorms tracked through the area. Event report: A tornado produced a path of tree damage (DI 27,28, DOD 3,4) from the eastern shore of Star Lake to the Upper Bucktabon Springs State Natural Area. Peak winds were estimated around 95 mph.",episode_149754,5
146604,881097,Hail,"A weak shortwave trough shifted east across East Texas and North Louisiana during the morning hours of April 28th, where large scale forcing contributed to the development of showers and thunderstorms over East Texas and North Louisiana. Cold air aloft associated with this trough resulted in steep lapse rates such that isolated severe thunderstorms developed over portions of East Texas throughout the morning and afternoon, where instances of large hail were reported. These storms diminished during the late afternoon, but a deepening upper level trough sweeping southeast across Oklahoma and Arkansas reinforced a cold front southeast across the Southern Plains and Ozarks region, where a complex of showers and thunderstorms developed by mid and late afternoon over these areas and quickly progressed southeast into the Four State Region. Despite the showers and thunderstorms that affected the area earlier in the day, instability remained adequate especially over East Texas, Southeast Oklahoma, and adjacent sections of Southwest Arkansas. As large scale forcing increased ahead of the trough, thus tapping into this unstable air, a squall line progressed southeast through all of the region during the late evening through the early morning hours on April 29th, producing widespread reports of damaging winds and large hail. A couple of isolated tornadoes also touched down across McCurtain County Oklahoma, one associated with the supercell that developed ahead of the line, and another associated within the squall line itself. These storms exited Deep East Texas and the southern sections of Northcentral Louisiana into Southeast Texas and South Louisiana by 4 AM.",Quarter size hail fell near the Appleby community.,2020,"Episode context: A weak shortwave trough shifted east across East Texas and North Louisiana during the morning hours of April 28th, where large scale forcing contributed to the development of showers and thunderstorms over East Texas and North Louisiana. Cold air aloft associated with this trough resulted in steep lapse rates such that isolated severe thunderstorms developed over portions of East Texas throughout the morning and afternoon, where instances of large hail were reported. These storms diminished during the late afternoon, but a deepening upper level trough sweeping southeast across Oklahoma and Arkansas reinforced a cold front southeast across the Southern Plains and Ozarks region, where a complex of showers and thunderstorms developed by mid and late afternoon over these areas and quickly progressed southeast into the Four State Region. Despite the showers and thunderstorms that affected the area earlier in the day, instability remained adequate especially over East Texas, Southeast Oklahoma, and adjacent sections of Southwest Arkansas. As large scale forcing increased ahead of the trough, thus tapping into this unstable air, a squall line progressed southeast through all of the region during the late evening through the early morning hours on April 29th, producing widespread reports of damaging winds and large hail. A couple of isolated tornadoes also touched down across McCurtain County Oklahoma, one associated with the supercell that developed ahead of the line, and another associated within the squall line itself. These storms exited Deep East Texas and the southern sections of Northcentral Louisiana into Southeast Texas and South Louisiana by 4 AM. Event report: Quarter size hail fell near the Appleby community.",episode_146604,3
138151,830511,Flash Flood,"A quasi-stationary frontal boundary set up across Ohio and Pennsylvania on the 17th, and wavered about the region until it was kicked off to the east by a stronger frontal boundary late on the 20th.  Flooding and flash flooding remained a concern through the period given an ideal setup for training storms, as well as efficient rainfall production associated with observed high PWATs and deeper warm cloud depths.  Storm total rainfall amounts of 2 to 4 inches were not uncommon in east-central Ohio, with one report of 4.73 inches of rain at Graysville as of 10:47 PM on the 19th.  Monroe and Coshocton Counties were particularly hard hit, with a mobile home park affected in Coshocton, and a road washout due to that heavy rain near Graysville.","According to the county 911 call center, multiple roads were flooded in the Sherrodsville Area, including Route 332 and Route 542.",2019,"Episode context: A quasi-stationary frontal boundary set up across Ohio and Pennsylvania on the 17th, and wavered about the region until it was kicked off to the east by a stronger frontal boundary late on the 20th. Flooding and flash flooding remained a concern through the period given an ideal setup for training storms, as well as efficient rainfall production associated with observed high PWATs and deeper warm cloud depths. Storm total rainfall amounts of 2 to 4 inches were not uncommon in east-central Ohio, with one report of 4.73 inches of rain at Graysville as of 10:47 PM on the 19th. Monroe and Coshocton Counties were particularly hard hit, with a mobile home park affected in Coshocton, and a road washout due to that heavy rain near Graysville. Event report: According to the county 911 call center, multiple roads were flooded in the Sherrodsville Area, including Route 332 and Route 542.",episode_138151,1
126452,759256,Flood,"Heavy rain of 1-3 inches fell during the evening and overnight of May 18th into May 19th along and east of the Blue Ridge Mountains. This prompted flooding in the region, mainly of streams. Some of the stream flooding lasted into the 20th, especially on larger rivers.","The stream gage on the Rappahannock River at Remington exceeded the 15 foot flood stage during the times indicated. The peak level of 16.44 feet occurred at 8:30pm EST on May 19th. At these levels, roads are flooded along Tinpot Run due to backwater.",2018,"Episode context: Heavy rain of 1-3 inches fell during the evening and overnight of May 18th into May 19th along and east of the Blue Ridge Mountains. This prompted flooding in the region, mainly of streams. Some of the stream flooding lasted into the 20th, especially on larger rivers. Event report: The stream gage on the Rappahannock River at Remington exceeded the 15 foot flood stage during the times indicated. The peak level of 16.44 feet occurred at 8:30pm EST on May 19th. At these levels, roads are flooded along Tinpot Run due to backwater.",episode_126452,2
168350,1019325,Hail,A low pressure system moving east along the Arkansas Louisiana border helped to organize a line of severe thunderstorms early in the morning of April 5th. Widespread severe wind gusts with this squall line blew down trees throughout several of the parishes in Northeast Louisiana that morning. Some hail also fell with these severe storms.,One inch diameter hail fell southwest of Rayville.,2022,Episode context: A low pressure system moving east along the Arkansas Louisiana border helped to organize a line of severe thunderstorms early in the morning of April 5th. Widespread severe wind gusts with this squall line blew down trees throughout several of the parishes in Northeast Louisiana that morning. Some hail also fell with these severe storms. Event report: One inch diameter hail fell southwest of Rayville.,episode_168350,3
161353,974414,Flash Flood,"In the afternoon and evening hours on July 2nd, a stalled frontal boundary draped across northern Louisiana, central Mississippi and Alabama. This left moist, unstable air across southern Louisiana and much drier continental air to the north. This boundary, along with a upper-level weak disturbance helped ignite slow-moving scattered showers and thunderstorms that led to flash flooding.",Video on social media shows flooded street in lower ninth ward. Water has gotten up to  almost the bumper of a car.,2021,"Episode context: In the afternoon and evening hours on July 2nd, a stalled frontal boundary draped across northern Louisiana, central Mississippi and Alabama. This left moist, unstable air across southern Louisiana and much drier continental air to the north. This boundary, along with a upper-level weak disturbance helped ignite slow-moving scattered showers and thunderstorms that led to flash flooding. Event report: Video on social media shows flooded street in lower ninth ward. Water has gotten up to almost the bumper of a car.",episode_161353,1
148820,896570,Hail,Scattered showers and thunderstorms developed across eastern Middle Tennessee during the afternoon hours on May 18. One report of hail was received in Jackson County.,Dime to nickel size hail was reported.,2020,Episode context: Scattered showers and thunderstorms developed across eastern Middle Tennessee during the afternoon hours on May 18. One report of hail was received in Jackson County. Event report: Dime to nickel size hail was reported.,episode_148820,3
180814,1101117,Flash Flood,"The combination of a cold front moving south and moderate to strong instability resulted in scattered thunderstorms across the Concho Valley and Heartland. A few storms were severe with large hail and damaging winds. Also, flash flooding due to torrential rainfall was reported in San Angelo during the evening.",The San Angelo Police Department reported several water rescues across the city.,2023,"Episode context: The combination of a cold front moving south and moderate to strong instability resulted in scattered thunderstorms across the Concho Valley and Heartland. A few storms were severe with large hail and damaging winds. Also, flash flooding due to torrential rainfall was reported in San Angelo during the evening. Event report: The San Angelo Police Department reported several water rescues across the city.",episode_180814,1
137925,828931,Flash Flood,"A warm front surged into central New York during the late afternoon and evening hours. This front triggered areas of slow moving, torrential rain producing, thunderstorms over portions of the region. These storm cells dropped 2 to 5 inches of rainfall across the Southern Tier in less than 2 hours.",Numerous streets in Waverly were closed due to rapidly flowing high water. Storm drains were over capacity due to extreme rainfall rates in the area.,2019,"Episode context: A warm front surged into central New York during the late afternoon and evening hours. This front triggered areas of slow moving, torrential rain producing, thunderstorms over portions of the region. These storm cells dropped 2 to 5 inches of rainfall across the Southern Tier in less than 2 hours. Event report: Numerous streets in Waverly were closed due to rapidly flowing high water. Storm drains were over capacity due to extreme rainfall rates in the area.",episode_137925,1
181032,1103063,Hail,A very active pattern set-up over Great Lakes Region and extending southward to the Deep South from June 11th through June 15th. A deep upper cyclone become entrenched over the Great Lakes Region with an active zonal flow pattern over the Deep South.  Numerous upper short waves traversed through the zonal flow which resulted in several consecutive days of severe weather across Central Alabama.,Quarter size hail in Sweet Water.,2023,Episode context: A very active pattern set-up over Great Lakes Region and extending southward to the Deep South from June 11th through June 15th. A deep upper cyclone become entrenched over the Great Lakes Region with an active zonal flow pattern over the Deep South. Numerous upper short waves traversed through the zonal flow which resulted in several consecutive days of severe weather across Central Alabama. Event report: Quarter size hail in Sweet Water.,episode_181032,3
145331,872417,Flash Flood,Showers and thunderstorms developed through the early morning hours as a low pressure system moved through the Ohio Valley. Some of the storms produced locally heavy rainfall amounts of 2 to 3 inches.,A few cars were stuck in high water near the intersection of Shoup Mill Road and Riverside Drive.,2020,Episode context: Showers and thunderstorms developed through the early morning hours as a low pressure system moved through the Ohio Valley. Some of the storms produced locally heavy rainfall amounts of 2 to 3 inches. Event report: A few cars were stuck in high water near the intersection of Shoup Mill Road and Riverside Drive.,episode_145331,1
190363,1172277,Tornado,A strong QLCS moved across central Iowa during the early morning hours of May 24 producing widespread wind damage and five tornadoes.,Trained spotter reported damage on both sides of Interstate 35 in conjunction with this tornado.  The tornado also tossed over 2 semis that were on the interstate.  A hog confinement building was partially destroyed providing the EF1 damage.,2024,Episode context: A strong QLCS moved across central Iowa during the early morning hours of May 24 producing widespread wind damage and five tornadoes. Event report: Trained spotter reported damage on both sides of Interstate 35 in conjunction with this tornado. The tornado also tossed over 2 semis that were on the interstate. A hog confinement building was partially destroyed providing the EF1 damage.,episode_190363,5
164913,995721,Drought,"December was an extremely dry month for the combined Oklahoma and Texas Panhandles. Absolutely no precipitation occurred and this contributed to worsening soil conditions. Soil across the area went from dry to very dry. Cattle and livestock needed supplemental feeding with range land grasses being non-existent. Winter wheat was suffering in dry lands. There were even reports of the dry soils leading to wheat fields being lost to high wind events. Also, multiple wildfires occurred during high wind events during the month with fuels being extremely dry.",The majority of Armstrong County started the month of December with moderate drought (D1) conditions. Conditions had already been deteriating with the northern two thirds of the county slipping into severe drought (D2) at the end of the first week. By the end of the third week the entire county was in severe drought. Even some extreme drought (D3) conditions were creeping into the northeast corner by the end of week four.  Many areas across the county remain in a 4 to 8 inch deficit year-to-date.,2021,"Episode context: December was an extremely dry month for the combined Oklahoma and Texas Panhandles. Absolutely no precipitation occurred and this contributed to worsening soil conditions. Soil across the area went from dry to very dry. Cattle and livestock needed supplemental feeding with range land grasses being non-existent. Winter wheat was suffering in dry lands. There were even reports of the dry soils leading to wheat fields being lost to high wind events. Also, multiple wildfires occurred during high wind events during the month with fuels being extremely dry. Event report: The majority of Armstrong County started the month of December with moderate drought (D1) conditions. Conditions had already been deteriating with the northern two thirds of the county slipping into severe drought (D2) at the end of the first week. By the end of the third week the entire county was in severe drought. Even some extreme drought (D3) conditions were creeping into the northeast corner by the end of week four. Many areas across the county remain in a 4 to 8 inch deficit year-to-date.",episode_164913,0
182407,1116120,Hail,A northwest upper level flow regime was in place. This setup commonly supports summertime severe thunderstorms. This event was one of those days where very steep lapse rates and high shear values supported several severe thunderstorms with damaging wind and large hail.,Hail 2 to 2.25 in the town of Addis. Relayed via social media.,2023,Episode context: A northwest upper level flow regime was in place. This setup commonly supports summertime severe thunderstorms. This event was one of those days where very steep lapse rates and high shear values supported several severe thunderstorms with damaging wind and large hail. Event report: Hail 2 to 2.25 in the town of Addis. Relayed via social media.,episode_182407,3
195082,1205862,Wildfire,The 687 Reamer fire started 7.6 miles south of Stinnett and grew to 2000 acres. It was within close proximity to the 1M+ acre Smokehouse creek Fire. There is no estimated cost of this fire but we did have one fatality. An elderly woman was trapped in her home around the town of Stinnett. The fire was noted 100 percent contained on a March 1st sit rep report.,Estimated containment based on incident updates.,2024,Episode context: The 687 Reamer fire started 7.6 miles south of Stinnett and grew to 2000 acres. It was within close proximity to the 1M+ acre Smokehouse creek Fire. There is no estimated cost of this fire but we did have one fatality. An elderly woman was trapped in her home around the town of Stinnett. The fire was noted 100 percent contained on a March 1st sit rep report. Event report: Estimated containment based on incident updates.,episode_195082,6
126462,760943,Flash Flood,"Upslope winds on the east side of the Blue Ridge just north of an approaching warm front aided in producing torrential rainfall and catastrophic flooding in parts of Central Virginia. Rainfall amounts of 4-10 inches occurred north and west of Charlottesville. Later in the evening, heavy rain developed in northern Virginia, with 1-3 inches in the southern and western suburbs of Washington DC, as well as again near Harrisonburg. This produced another round of flooding and some flash flooding that actually continued into June 1st. June Storm Data will contain those details when available.",Ford Avenue flooded and closed near the substation.,2018,"Episode context: Upslope winds on the east side of the Blue Ridge just north of an approaching warm front aided in producing torrential rainfall and catastrophic flooding in parts of Central Virginia. Rainfall amounts of 4-10 inches occurred north and west of Charlottesville. Later in the evening, heavy rain developed in northern Virginia, with 1-3 inches in the southern and western suburbs of Washington DC, as well as again near Harrisonburg. This produced another round of flooding and some flash flooding that actually continued into June 1st. June Storm Data will contain those details when available. Event report: Ford Avenue flooded and closed near the substation.",episode_126462,1
152335,917594,Drought,"Temperatures were above normal and precipitation was below normal across much of Colorado during the month of September. As a result, drought conditions persisted across the entirety of the western slope and worsened to the exceptional category in some areas by the end of the month.",Extreme (D3) drought conditions persisted across the eastern half of the zone and worsened to the exceptional (D4) category across the western half of the zone by the end of September.,2020,"Episode context: Temperatures were above normal and precipitation was below normal across much of Colorado during the month of September. As a result, drought conditions persisted across the entirety of the western slope and worsened to the exceptional category in some areas by the end of the month. Event report: Extreme (D3) drought conditions persisted across the eastern half of the zone and worsened to the exceptional (D4) category across the western half of the zone by the end of September.",episode_152335,0
136112,816856,Flash Flood,Initial morning severe storm moved across Laramie County into the Nebraska Panhandle before daytime convection lead to several reports of golf ball sized hail. The amount of hail was extensive enough to leave around three to four inches of accumulation on Interstate 25 bring traffic to a halt and requiring the use of plows to clear the hailstones.,Up to a foot of water left vehicles stranded across downtown Chugwater.,2019,Episode context: Initial morning severe storm moved across Laramie County into the Nebraska Panhandle before daytime convection lead to several reports of golf ball sized hail. The amount of hail was extensive enough to leave around three to four inches of accumulation on Interstate 25 bring traffic to a halt and requiring the use of plows to clear the hailstones. Event report: Up to a foot of water left vehicles stranded across downtown Chugwater.,episode_136112,1
